retailer,category,product_url,sku,name,brand,price_gbp,price_was,is_on_promotion,size_raw,size_ml,abv_percent,pack_type,country_of_origin,flavour_style,availability,description,field_sources,scraped_at
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/63474/monkey-47-schwarzwald-dry-gin-gift-box,63474,Monkey 47 Schwarzwald Dry Gin Gift Box,Monkey 47,45.95,,False,50cl,500.0,47.0,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/33947/capreolus-garden-swift-dry-gin-half-litre,33947,Capreolus Garden Swift Dry Gin Half Litre,Capreolus,44.95,,False,50cl,500.0,47.0,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/87388/oyster-fine-de-claire-adriatic-gin,87388,Oyster Fine de Claire Adriatic Gin,Oyster Fine de Claire,40.75,,False,70cl,700.0,42.5,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/38739/fords-london-dry-gin,38739,Fords London Dry Gin,Fords,34.5,,False,70cl,700.0,45.0,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/38509/hendricks-orbium-gin,38509,Hendrick's Orbium Gin,Hendrick's Orbium,39.75,,False,70cl,700.0,43.4,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/48199/personalised-the-quintessential-london-dry-gin,48199,Personalised The Quintessential London Dry Gin,Personalised The Quintessential,39.95,,False,70cl,700.0,44.0,,,,,,"{""abv_percent"": ""css"", ""availability"": ""missing"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/67004/sincere-pure-gin,67004,Sincere Pure Gin,Sincere Pure,29.95,44.95,True,70cl,700.0,47.0,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""css"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/53918/withers-g1-gin,53918,Withers G1 Gin,Withers G1,27.5,35.5,True,70cl,700.0,40.0,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""css"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/2281/tanqueray-noten-gin-litre,2281,Tanqueray No.Ten Gin Litre,Tanqueray No.Ten,49.95,,True,100cl,1000.0,47.3,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""css"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/85559/edinburgh-gin-the-classic,85559,Edinburgh Gin The Classic,Edinburgh,27.5,,False,70cl,700.0,41.5,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/72315/bude-cornish-dry-gin,72315,Bude Cornish Dry Gin,Bude,30.5,,False,70cl,700.0,40.0,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/66148/gin-mare-capri-mediterranean-gin,66148,Gin Mare Capri Mediterranean Gin,Gin Mare,47.95,,False,70cl,700.0,42.7,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/39693/juniper-green-organic-gin,39693,Juniper Green Organic Gin,Juniper Green,23.5,,False,70cl,700.0,40.0,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
whisky_exchange,gin,https://www.thewhiskyexchange.com/p/30580/gin-del-professore-monsieur,30580,Gin Del Professore Monsieur,Gin Del Professore Monsieur,44.95,,False,70cl,700.0,43.7,,,,InStock,,"{""abv_percent"": ""css"", ""availability"": ""css"", ""brand"": ""css"", ""country_of_origin"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""missing"", ""name"": ""css"", ""pack_type"": ""missing"", ""price_gbp"": ""css"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""css"", ""sku"": ""css""}",2026-08-28T20:57:19Z
