retailer,category,product_url,sku,name,brand,price_gbp,price_was,is_on_promotion,size_raw,size_ml,price_per_litre,abv_percent,pack_type,country_of_origin,flavour_style,availability,description,field_sources,scraped_at
morrisons,gin,https://groceries.morrisons.com/products/gordon-s-premium-pink-spirit-drink/114205338,114205338,Gordon's Premium Pink Spirit Drink ,Gordon's,27.0,,False,1L,1000.0,27.0,35.0,,United Kingdom,refreshing fruity,InStock,"Gordon's Premium Pink is a vibrant gin crafted with the perfect balance of natural botanicals and distilled fruit essences. Infused with the flavour of raspberries, strawberries and redcurrants, this gin boasts a pink hue and a refreshing fruity flavour profile. Gordon's Premium Pink provides a light and refreshing tasting drink that makes the perfect gift for gin lovers or simply to enjoy with friends. The spirit balances the crisp, juniper taste of Gordon's with the sweetness of raspberries and strawberries and a tang of redcurrant. Inspired by an original 1880 recipe from Alexander Gordon, Premium Pink is carefully crafted using the highest quality ingredients.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""missing"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:32Z
morrisons,gin,https://groceries.morrisons.com/products/whitley-neill-rhubarb-ginger-gin/113211509,113211509,Whitley Neill Rhubarb & Ginger Gin,Whitley Neill,30.0,,False,70cl,700.0,42.86,41.3,Glass Bottle,,tart crisp edge warm,InStock,Inspired by the glory of the English country garden. Essence of rhubarb adds a tart crisp edge whilst the real ginger warms the palate.,"{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:33Z
morrisons,gin,https://groceries.morrisons.com/products/fever-tree-light-aromatic-tonic/109694974,109694974,Fever-Tree Light Aromatic Tonic,Fever Tree,4.5,5.35,True,8 x 150ml,1200.0,3.75,,,United Kingdom,gentle bitterness,InStock,"By blending the gentle bitterness of South American angostura bark with aromatic botanicals, such as cardamom, pimento berry and ginger, we've created a delicious, unique tonic water that can be enjoyed with gin to make a Pink G&T or as a sophisticated soft drink on its own.","{""abv_percent"": ""missing"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""missing"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:33Z
morrisons,gin,https://groceries.morrisons.com/products/tanqueray-london-dry-gin-70cl/113139607,113139607,Tanqueray London Dry Gin 70CL,Tanqueray,21.0,23.0,True,70cl,700.0,30.0,41.3,Bottle,United Kingdom,perfectly balanced gin,InStock,"Tanqueray London Dry is a perfectly balanced gin, delivering the ideal combination of four classic gin botanicals: refreshing juniper, peppery coriander, aromatic angelica and sweet liquorice. Created by Charles Tanqueray in 1830, Tanqueray London Dry Gin is still made according to the original timeless recipe. This award-winning and iconic spirit, distilled four times, is best enjoyed with a premium tonic water of your choice, plenty of ice and a wedge of lime, although it also makes a great base for a variety of cocktails.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:34Z
morrisons,gin,https://groceries.morrisons.com/products/whitley-neill-blood-orange-gin/113211533,113211533,Whitley Neill Blood Orange Gin,Whitley Neill,29.75,,False,70cl,700.0,42.5,41.3,Glass Bottle,,vibrant flavours of Sicily,InStock,Inspired by the vibrant flavours of Sicily. Extract of sanguine Sicilian blood oranges injects a dynamic citrus burst to the clean gin base.,"{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:34Z
morrisons,gin,https://groceries.morrisons.com/products/whitley-neill-handcrafted-dry-raspberry-gin/113212368,113212368,Whitley Neill Handcrafted Dry Raspberry Gin,Whitley Neill,30.0,,False,70cl,700.0,42.86,41.3,Glass Bottle,,bright vibrant sweet juniper,InStock,"Bright flavours from Scottish raspberries, balanced with juniper notes. A delicate sweetness rounds this deliciously vibrant gin.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:35Z
morrisons,gin,https://groceries.morrisons.com/products/whitley-neill-distillers-cut-london-dry-gin-70cl/114703901,114703901,Whitley Neill Distillers Cut London Dry Gin   70cl,Whitley Neill,25.0,,False,70cl,700.0,35.71,41.3,Glass Bottle,,Strong Juniper and citrus fruits,InStock,"Strong Juniper and citrus fruits, hints of orange, angelica root, liquorice and coriander to form a complex Dry Gin.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:35Z
morrisons,gin,https://groceries.morrisons.com/products/whitley-neill-black-cherry-gin/113041888,113041888,Whitley Neill Black Cherry Gin,J.J Whiteley,30.0,,False,70cl,700.0,42.86,41.3,Glass Bottle,United Kingdom,deep and luscious,InStock,"Black Cherry Gin<br>Inspired by South African cherry orchards, this delicious gin is infused with succulent black cherries for a deep and luscious flavour.<br>Johnny Neill","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:35Z
morrisons,gin,https://groceries.morrisons.com/products/brecon-botanicals-gin-70cl/106861765,106861765,Brecon Botanicals Gin   70cl,Brecon,20.5,27.75,True,70cl,700.0,29.29,43.0,Glass Bottle,,fresh juniper coriander citrus,InStock,"The nose is a rich complex of fresh juniper. Followed quickly with coriander and a complexity of gin flavours. Hints of citrus mingle with oriental spices. On adding a mixer the citrus, lemon, orange and even bergamot open out as well as hints of cinnamon, clove and even saffron.<br><br>Medium length on the finish leaving you ready for the next mouthful.<br><br>Distilled from pure grain. Combined with Botanicals from the four corners of the world. Blended with water from the beacons to create a clear spirit that is crisp, clean and exceptionally smooth.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:36Z
morrisons,gin,https://groceries.morrisons.com/products/gordon-s-lemon-meringue-35-vol-70cl/115319880,115319880,Gordon's Lemon Meringue 35% Vol 70cl,Gordon's,19.0,,False,70cl,700.0,27.14,35.0,,United Kingdom,zesty lemons delicate meringue sweetness,InStock,"An iconic British twist on the original recipe from Alexander Gordon.<br><br>The classic taste of Gordon’s, perfectly balanced with zesty lemons and a delicate meringue sweetness. Made using only natural flavourings and colourings.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""missing"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:36Z
morrisons,gin,https://groceries.morrisons.com/products/whitley-neill-gin-japanese-yuzu-white-strawberry-70cl/115067264,115067264,Whitley Neill Gin Japanese Yuzu & White Strawberry 70CL,Whitley Neill,29.75,,False,70cl,700.0,42.5,41.3,Glass Bottle,,zesty fragrant citrus exotic bold,InStock,"Infused with zesty, fragrant citrus notes of Japanese Yuzu and succulent White Strawberries to create an exotic, bold gin.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:37Z
morrisons,gin,https://groceries.morrisons.com/products/morrisons-london-dry-gin/107205145,107205145,Morrisons London Dry Gin          ,Morrisons,7.0,,False,35cl,350.0,20.0,37.5,Bottle,United Kingdom,,InStock,,"{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""missing"", ""flavour_style"": ""missing"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:37Z
morrisons,gin,https://groceries.morrisons.com/products/sipsmith-london-dry-gin-abv-41-6-70cl/108556465,108556465,Sipsmith London Dry Gin (Abv 41.6%)   70cl,Sipsmith,23.0,31.0,True,70cl,700.0,32.86,41.6,,United Kingdom,fresh clean and beautifully balanced,InStock,"At Sipsmith we believe in uncompromisingly handcrafting our gin, and in celebration of becoming the first ever official gin partner of our equally uncompromising neighbour Wimbledon - home of The Championships, we've crafted a limited edition bottle* for our London Dry Gin for tennis and gin fans to cherish. Raise a toast to exquisite summer sipping!<br><br>*Please note, receiving the Sipsmith London Dry Gin 70cl bottle with the limited edition Wimbledon label is not guaranteed, you may instead receive the original bottle.<br><br>Sipsmith London Dry Gin is fresh, clean, and beautifully balanced with a sweet botanical bouquet complete with Juniper, baked lemon tarts, and white pepper. <br>Every drop is lovingly hand-crafted at London’s first copper-pot distillery for almost 200 years. We launched the craft gin boom in London – or, as we like to call it, the ginaissance – that has seen hundreds of small-batch gin distillers following in our intrepid footsteps.<br>Smooth enough for a Martini, yet rich and balanced, perfect for a G&amp;T, Sipsmith London Dry Gin is a joy from first to last sip.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""missing"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:38Z
morrisons,gin,https://groceries.morrisons.com/products/ableforth-s-bathtub-gin/113183042,113183042,Ableforth's Bathtub Gin,Ableforth's,33.0,,False,70cl,700.0,47.14,40.3,Glass Bottle,,London dry gin,InStock,"Award-winning craft gin, double infused for extra flavour. Hand-crafted from start to finish: first we distilan already delicious London dry gin in a traditional copper-pot still, then we take our extra step. We cold infuse With juniper, coriander, cassia, cardamom, cloves and the very finest orange peel over a further seven days, tasting regularly to ensure that distinct Bathtub flavour we're proud of.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:38Z
morrisons,gin,https://groceries.morrisons.com/products/engine-organic-italian-gin-500ml/115067598,115067598,Engine Organic Italian Gin 500ml,Engine,26.5,,False,50cl,500.0,53.0,42.0,Can,Italy,stout structure,InStock,"Engine is an Organic Italian gin produced in Piedmont, in Northern Italy. Engine Organic Gin is made using 100% Italian botanicals and has a stout structure but a kind soul. It sparkles on the rocks and shines in tonic water. Our aluminum cans are made out of recycled olive oil and motor oil cans. Further recycling of Engine Gin cans uses up to 90% less energy than recycling glass. <br><br>GT is the liquid acronym for Gin Tonic<br><br>Ingredients:<br>50ml of Engine Gin<br>100ml Tonic Water<br><br>Method: Pour all the ingredients directly into the ice-filled glass. The tonic water must be very cold! Garnish with a sage leaf.<br><br>42% Alc/Vol","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T11:58:38Z
morrisons,rum,https://groceries.morrisons.com/products/malibu-original-white-rum-with-coconut-flavour/113469227,113469227,Malibu Original White Rum with Coconut Flavour,Malibu,15.5,22.5,True,1L,1000.0,15.5,18.0,Can,Spain,creamy coconut,InStock,"Malibu Original White Rum with Coconut is the perfect drink for when the sun is setting and the good times are flowing. Thanks to its smooth, fresh taste, that sun-kissed island feeling is only a sip away. Malibu rum has a full and rounded, lightly toasted coconut aroma, and a creamy coconut taste with vanilla custard notes. The body is delicate with a soft warming rum taste and a lasting silky finish.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:02Z
morrisons,rum,https://groceries.morrisons.com/products/bumbu-original-rum/112613936,112613936,Bumbu Original Rum,Bumbu,39.0,,False,70cl,700.0,55.71,40.0,Glass Bottle,Barbados,soft caramel Madagascar vanilla toasted oak cinnamon roasted nuts allspice,InStock,"BUMBU: Dating back to the 16th century, when sailors of the West Indies added Caribbean fruits and spices to their rum, calling it ""Bumbu"". Flagship Original Bumbu is blended from fine Barbados rum and hand-selected spices that evoke its rich and colorful history, revealing heritage and craftsmanship with every sip. <br><br>CARIBBEAN RUM: An authentic Caribbean legend, Bumbu is an exquisite all-natural craft rum made with native ingredients and aged for up to 15 years to create an effortlessly smooth and balanced rum with complexity and depth. Bumbu uses the finest sugarcane from sustainable farms throughout the Caribbean and South America. <br><br>TASTING NOTES: On the nose, Bumbu offers complex aromas of soft caramel, Madagascar vanilla and toasted oak The palate is medium bodied with notes of cinnamon, roasted nuts and allspice, leading up to a slightly sweet, smooth finish.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:02Z
