retailer,category,product_url,sku,name,brand,price_gbp,price_was,is_on_promotion,size_raw,size_ml,price_per_litre,abv_percent,pack_type,country_of_origin,flavour_style,availability,description,field_sources,scraped_at
morrisons,rum,https://groceries.morrisons.com/products/woods-old-navy-rum/101564374,101564374,Woods Old Navy Rum ,Wood's,24.5,28.0,True,70cl,700.0,35.0,57.0,Glass Bottle,,smooth dark rum with punchy notes of brown sugar and thick toffee,InStock,"Wood's Navy Rum<br>Wood's Navy Rum is a traditional British naval style rum, still bottled at 57% and made to the original navy recipe from 1887. The spirit is made from Demerara molasses and contains three different rums, all distilled at the Diamond Distillery in Guyana, South America, before being shipped to the UK. One of these rums is distilled in the 250-year old Versailles still; the only single wooden pot still in the world. The spirits are then aged in Scotland in American refilled oak barrels for an average of 3 years, before being blended and made into Wood's Navy Rum.<br><br>Wood's is the only Demerara navy rum still bottled at 57% ABV, the original strength served on British Navy ships.<br>Made using traditional pot stills, it is a smooth dark rum with punchy notes of brown sugar and thick toffee.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:10Z
morrisons,rum,https://groceries.morrisons.com/products/lamb-s-white-rum/115066923,115066923,Lamb's White Rum ,Lamb's,18.5,23.0,True,1L,1000.0,18.5,30.0,Bottle,,vanilla and molasses,InStock,"The hexagonal bottle of Lamb’s is vastly different from any other rum bottle across the globe. <br><br>Legend has it that Alfred used the same bottle shape we have today for his rum because it wouldn’t roll off the table on a ship and it could be stacked on its side for storage.<br><br>As you raise your glass, be transported to the heart of the high seas. Notes of vanilla and molasses dance upon your palate, while whispers of green banana and vanilla bean awaken your senses, leading to a clean, crisp finish that leaves you craving more.<br><br>Whether you're crafting a classic mojito or indulging in a tropical piña colada, Lamb’s White Rum is your faithful companion for any adventure.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:10Z
morrisons,rum,https://groceries.morrisons.com/products/wray-nephew-overproof-white-rum/113051744,113051744,Wray & Nephew Overproof White Rum,Wray & Nephew,31.5,,False,70cl,700.0,45.0,63.0,Glass Bottle,,"citrus, pear and pineapple notes",InStock,"Wray &amp; Nephew White Overproof Rum is the original rum of the Jamaican people and it has been distilled and bottled there for nearly 200 years.<br>More than just a rum, it is an intrinsic part of Jamaican culture, tradition and everyday living, and in the UK it represents the proud, bold spirit of the island and its people.<br> <br>Characterised by citrus, pear and pineapple notes with a long and spicy finish, it is a very versatile liquid.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:12Z
morrisons,rum,https://groceries.morrisons.com/products/kraken-dark-caramel-sea-salt-spiced-rum/114085559,114085559,Kraken Dark Caramel & Sea Salt Spiced Rum ,The Kraken,21.0,26.5,True,70cl,700.0,30.0,40.0,Glass Bottle,,toasted toffee aroma buttery vanilla finish,InStock,"Our signature Black Spiced Caribbean Rum infused with dark caramel and Cornish sea salt<br><br>A rich Infusion of Black Spiced Caribbean Rum, dark caramel and a hint of Cornish sea salt. Plunge into an alluring toasted toffee aroma and a buttery vanilla finish.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:13Z
morrisons,rum,https://groceries.morrisons.com/products/havana-club-especial-cuban-rum-70cl/114754927,114754927,Havana Club Especial Cuban Rum 70cl,Havana,20.0,24.0,True,70cl,700.0,28.57,37.5,Bottle,Cuba,touch of vanilla,InStock,"The natural ageing process in young oak barrels in Cuba for a number of years gives Havana Club Añejo Especial its warm amber colour and smooth taste. Aged in this way, it develops a typical touch of vanilla that is perfect for mixing with cola or just with ice. The best way to savour this special rum is in typical Cuban style - together with your best friends.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:14Z
morrisons,rum,https://groceries.morrisons.com/products/lamb-s-black-spiced-rum-70cl/115064805,115064805,Lamb's Black Spiced Rum 70CL,Lamb's,19.0,,False,70cl,700.0,27.14,30.0,Bottle,,medium bodied,InStock,"Lamb's Black Spiced Rum is a meticulously crafted, luxurious blend of flavours and aromas designed to captivate your senses.<br><br>With a rich coffee hue and hints of dark burgundy, this medium bodied rum offers a delightful sweetness and a harmonious palate of bakers cocoa, brown sugar, and allspice cake, with a long and lingering finish.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:15Z
morrisons,rum,https://groceries.morrisons.com/products/admiral-s-old-j-spiced-rum/111786376,111786376,Admiral's Old J Spiced Rum ,Admiral's,23.5,,False,70cl,700.0,33.57,35.0,Bottle,,Spiced Rum,InStock,,"{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""missing"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:16Z
morrisons,rum,https://groceries.morrisons.com/products/admiral-s-old-j-cherry-spiced-rum/111786317,111786317,Admiral's Old J Cherry Spiced Rum,Admiral's,24.0,,False,70cl,700.0,34.29,35.0,Bottle,,Spiced,InStock,,"{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""missing"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:17Z
morrisons,rum,https://groceries.morrisons.com/products/jura-rum-cask-scotch-whisky/112614445,112614445,Jura Rum Cask Scotch Whisky ,Jura,40.5,,False,70cl,700.0,57.86,40.0,,Scotland,"smooth, creamy and fruity finish",InStock,"Jura's Cask Editions range is the perfect introduction to our whisky, showcasing cask types from around the world that complement our fruity and balanced style.<br>Jura Caribbean Rum Cask is finished in select Caribbean rum casks for a smooth, creamy and fruity finish. With layers of tropical fruit, sweet citrus and a hint of vanilla spice.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""missing"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:19Z
morrisons,rum,https://groceries.morrisons.com/products/el-galipote-spiced-rum-70cl/115064451,115064451,El Galipote Spiced Rum 70CL,El Galipote,19.5,,False,700ml,700.0,27.86,35.0,Glass Bottle,Produce of the EU,spiced rum,InStock,,"{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""missing"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:20Z
morrisons,rum,https://groceries.morrisons.com/products/mortons-ovd-rum/101547013,101547013,Mortons OVD Rum,Mortons,25.0,28.25,True,1L,1000.0,25.0,40.0,Bottle,,,InStock,,"{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""missing"", ""flavour_style"": ""missing"", ""is_on_promotion"": ""css"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""css"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:21Z
morrisons,rum,https://groceries.morrisons.com/products/captain-morgan-spiced-gold-rum-based-spirit-drink-1l/101584261,101584261,Captain Morgan Spiced Gold Rum Based Spirit Drink   1L,Captain Morgan,18.5,,False,1L,1000.0,18.5,35.0,,United Kingdom,vanilla and spice,InStock,"The original. The icon. It's Captain Morgan Original Spiced Gold, a spiced rum-based spirit drink flavoured with the taste of vanilla, other natural flavours and spice for an irresistibly sweet yet subtly spiced taste. Versatility is its speciality. Make it hot, make it cold, make it sweet, make it fruity or even make it creamy. Delicious possibilities are there for the making.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""missing"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:22Z
morrisons,rum,https://groceries.morrisons.com/products/morrisons-caribbean-dark-rum/105568583,105568583,Morrisons Caribbean Dark Rum,Morrisons,18.5,,False,1L,1000.0,18.5,37.5,Glass Bottle,,"Rich, smooth, fuller flavour",InStock,"<p>Rich, smooth Caribbean rums, blended for a fuller flavour.</p>","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""missing"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:23Z
morrisons,rum,https://groceries.morrisons.com/products/morrisons-caribbean-white-rum/105568727,105568727,Morrisons Caribbean White Rum ,Morrisons,18.5,,False,1L,1000.0,18.5,37.5,Bottle,Produce of the EU,,InStock,,"{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""missing"", ""flavour_style"": ""missing"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:25Z
morrisons,rum,https://groceries.morrisons.com/products/bacardi-spiced-premium-rum-spirit-drink/110620729,110620729,Bacardi Spiced Premium Rum Spirit Drink,Bacardi,19.5,,False,1L,1000.0,19.5,35.0,Glass Bottle,Italy,bold yet smooth,InStock,"Made with aged rum and with a hint of smokiness from charred American oak barrels, BACARDÍ Spiced is a Gluten free rum blended with natural flavours and spices for a bold, yet smooth taste. BACARDÍ Spiced has both light and deep notes, making it perfect for mixing spiced rum drinks.","{""abv_percent"": ""regex"", ""availability"": ""jsonld"", ""brand"": ""jsonld"", ""country_of_origin"": ""regex"", ""description"": ""jsonld"", ""flavour_style"": ""llm"", ""name"": ""jsonld"", ""pack_type"": ""regex"", ""price_gbp"": ""jsonld"", ""price_per_litre"": ""derived"", ""price_was"": ""missing"", ""size_ml"": ""regex"", ""size_raw"": ""jsonld"", ""sku"": ""jsonld""}",2026-08-29T14:07:26Z
